@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,pii,prism:issn,pubmed-id,freetoread,freetoreadLabel,prism:isbn
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85162230545'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85162230545?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162230545&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85162230545&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85162230545,SCOPUS_ID:85162230545,2-s2.0-85162230545,DeePay: deep learning decodes EEG to predict consumer’s willingness to pay for neuromarketing,Hakim A.,Frontiers in Human Neuroscience,16625161,17,,,2023-01-01,2023,10.3389/fnhum.2023.1153413,9,"[{'@_fa': 'true', 'affilname': 'Tel Aviv University', 'affiliation-city': 'Tel Aviv-Yafo', 'affiliation-country': 'Israel'}]",Journal,ar,Article,1153413,19700175164,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120563870'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120563870?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120563870&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120563870&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85120563870,SCOPUS_ID:85120563870,2-s2.0-85120563870,Netizens' behavior towards a blockchain-based esports framework: a TPB and machine learning integrated approach,Yadav J.,International Journal of Sports Marketing and Sponsorship,,23,4,665-683,2022-08-19,19 August 2022,10.1108/IJSMS-06-2021-0130,25,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Information Technology, Allahabad', 'affiliation-city': 'Prayagraj', 'affiliation-country': 'India'}]",Journal,ar,Article,,19200157038,0,False,,14646668,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85127989671'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85127989671?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127989671&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127989671&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85127989671,SCOPUS_ID:85127989671,2-s2.0-85127989671,Social Networks Marketing and Consumer Purchase Behavior: The Combination of SEM and Unsupervised Machine Learning Approaches,Ebrahimi P.,Big Data and Cognitive Computing,25042289,6,2,,2022-06-01,June 2022,10.3390/bdcc6020035,50,"[{'@_fa': 'true', 'affilname': 'Hungarian University of Agriculture and Life Sciences', 'affiliation-city': 'Godollo', 'affiliation-country': 'Hungary'}]",Journal,ar,Article,35,21101020112,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132023141'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132023141?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132023141&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132023141&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132023141,SCOPUS_ID:85132023141,2-s2.0-85132023141,Enhanced Marketing Decision Making for Consumer Behaviour Classification Using Binary Decision Trees and a Genetic Algorithm Wrapper,Gkikas D.C.,Informatics,22279709,9,2,,2022-06-01,June 2022,10.3390/informatics9020045,18,"[{'@_fa': 'true', 'affilname': 'University of Patras', 'affiliation-city': 'Rio', 'affiliation-country': 'Greece'}]",Journal,ar,Article,45,21100897717,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132285346'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132285346?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132285346&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132285346&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132285346,SCOPUS_ID:85132285346,2-s2.0-85132285346,BCI-Based Consumers' Choice Prediction From EEG Signals: An Intelligent Neuromarketing Framework,Mashrur F.R.,Frontiers in Human Neuroscience,16625161,16,,,2022-05-26,26 May 2022,10.3389/fnhum.2022.861270,30,"[{'@_fa': 'true', 'affilname': 'United International University', 'affiliation-city': 'Dhaka', 'affiliation-country': 'Bangladesh'}]",Journal,ar,Article,861270,19700175164,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85114607030'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85114607030?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114607030&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114607030&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0148296321005853'}]",https://api.elsevier.com/content/abstract/scopus_id/85114607030,SCOPUS_ID:85114607030,2-s2.0-85114607030,Utilizing text-mining to explore consumer happiness within tourism destinations,Garner B.,Journal of Business Research,,139,,1366-1377,2022-02-01,February 2022,10.1016/j.jbusres.2021.08.025,41,"[{'@_fa': 'true', 'affilname': 'University of Central Arkansas', 'affiliation-city': 'Conway', 'affiliation-country': 'United States'}]",Journal,ar,Article,,20550,0,False,S0148296321005853,01482963,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134429410'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134429410?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134429410&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134429410&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134429410,SCOPUS_ID:85134429410,2-s2.0-85134429410,Construction of Precision Sales Model for Luxury Market Based on Machine Learning,Li R.,Mobile Information Systems,1875905X,2022,,,2022-01-01,2022,10.1155/2022/7920628,1,"[{'@_fa': 'true', 'affilname': 'University of Electronic Science and Technology of China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,7920628,19700174653,1,True,,1574017X,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130558367'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130558367?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130558367&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130558367&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85130558367,SCOPUS_ID:85130558367,2-s2.0-85130558367,Research on Precision Marketing Based on Consumer Portrait from the Perspective of Machine Learning,Zhang M.,Wireless Communications and Mobile Computing,15308677,2022,,,2022-01-01,2022,10.1155/2022/9408690,11,"[{'@_fa': 'true', 'affilname': 'Henan University of Animal Husbandry and Economy', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of the Cordilleras', 'affiliation-city': 'Baguio City', 'affiliation-country': 'Philippines'}]",Journal,ar,Article,9408690,17543,1,True,,15308669,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118151715'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118151715?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118151715&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118151715&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0306457321002788'}]",https://api.elsevier.com/content/abstract/scopus_id/85118151715,SCOPUS_ID:85118151715,2-s2.0-85118151715,Machine learning based customer meta-combination brand equity analysis for marketing behavior evaluation,Xu Z.,Information Processing and Management,,59,1,,2022-01-01,January 2022,10.1016/j.ipm.2021.102800,73,"[{'@_fa': 'true', 'affilname': 'Shanghai Polytechnic University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,102800,12689,0,False,S0306457321002788,03064573,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118995726'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118995726?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118995726&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118995726&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85118995726,SCOPUS_ID:85118995726,2-s2.0-85118995726,Consumer Behavior in the Online Classroom: Using Video Analytics and Machine Learning to Understand the Consumption of Video Courseware,Zhou M.,Journal of Marketing Research,15477193,58,6,1079-1100,2021-12-01,December 2021,10.1177/00222437211042013,55,,Journal,ar,Article,,22961,0,False,,00222437,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85121585150'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85121585150?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121585150&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121585150&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1932620323444185'}]",https://api.elsevier.com/content/abstract/scopus_id/85121585150,SCOPUS_ID:85121585150,2-s2.0-85121585150,Human mobility data and machine learning reveal geographic differences in alcohol sales and alcohol outlet visits across U.S. states during COVID-19,Hu Y.,Plos One,19326203,16,12 December,,2021-12-01,December 2021,10.1371/journal.pone.0255757,25,"[{'@_fa': 'true', 'affilname': 'University at Buffalo, The State University of New York', 'affiliation-city': 'Buffalo', 'affiliation-country': 'United States'}]",Journal,ar,Article,e0255757,10600153309,1,True,,,34919541,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106341832'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106341832?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106341832&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106341832&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85106341832,SCOPUS_ID:85106341832,2-s2.0-85106341832,M-GAN-XGBOOST model for sales prediction and precision marketing strategy making of each product in online stores,Wang S.,Data Technologies and Applications,,55,5,749-770,2021-10-11,11 October 2021,10.1108/DTA-11-2020-0286,33,"[{'@_fa': 'true', 'affilname': 'Shandong University of Science and Technology', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100857955,0,False,,25149288,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85108960211'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85108960211?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108960211&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108960211&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0040162521004273'}]",https://api.elsevier.com/content/abstract/scopus_id/85108960211,SCOPUS_ID:85108960211,2-s2.0-85108960211,Staying on convention or leapfrogging to eco-innovation?: Identifying early adopters of hydrogen-powered vehicles,Moon H.B.,Technological Forecasting and Social Change,,171,,,2021-10-01,October 2021,10.1016/j.techfore.2021.120995,26,"[{'@_fa': 'true', 'affilname': 'Pukyong National University', 'affiliation-city': 'Busan', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,120995,14704,0,False,S0040162521004273,00401625,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105890086'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105890086?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105890086&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105890086&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85105890086,SCOPUS_ID:85105890086,2-s2.0-85105890086,A comparison and interpretation of machine learning algorithm for the prediction of online purchase conversion,Lee J.,Journal of Theoretical and Applied Electronic Commerce Research,07181876,16,5,1472-1491,2021-08-01,August 2021,10.3390/jtaer16050083,43,"[{'@_fa': 'true', 'affilname': 'Korea University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,16,6300153121,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85109350263'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85109350263?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109350263&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109350263&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85109350263,SCOPUS_ID:85109350263,2-s2.0-85109350263,A hierarchy-based system for recognizing customer activity in retail environments,Wen J.,Sensors,,21,14,,2021-07-02,2 July 2021,10.3390/s21144712,4,"[{'@_fa': 'true', 'affilname': 'Tohoku University', 'affiliation-city': 'Sendai', 'affiliation-country': 'Japan'}]",Journal,ar,Article,4712,130124,1,True,,14248220,34300452,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85104445685'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85104445685?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104445685&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104445685&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0969698921001429'}]",https://api.elsevier.com/content/abstract/scopus_id/85104445685,SCOPUS_ID:85104445685,2-s2.0-85104445685,Shopping centers revisited: The interplay between consumers’ spontaneous online communications and retail planning,Pantano E.,Journal of Retailing and Consumer Services,,61,,,2021-07-01,July 2021,10.1016/j.jretconser.2021.102576,20,"[{'@_fa': 'true', 'affilname': 'University of Bristol', 'affiliation-city': 'Bristol', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,102576,22992,2,False,S0969698921001429,09696989,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85104061127'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85104061127?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104061127&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104061127&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0969698921001399'}]",https://api.elsevier.com/content/abstract/scopus_id/85104061127,SCOPUS_ID:85104061127,2-s2.0-85104061127,A neural network based price sensitive recommender model to predict customer choices based on price effect,Chen S.S.,Journal of Retailing and Consumer Services,,61,,,2021-07-01,July 2021,10.1016/j.jretconser.2021.102573,32,"[{'@_fa': 'true', 'affilname': 'National Central University', 'affiliation-city': 'Taoyuan', 'affiliation-country': 'Taiwan'}]",Journal,ar,Article,102573,22992,0,False,S0969698921001399,09696989,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85102834259'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85102834259?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102834259&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102834259&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167923621000464'}]",https://api.elsevier.com/content/abstract/scopus_id/85102834259,SCOPUS_ID:85102834259,2-s2.0-85102834259,Modeling relationships between retail prices and consumer reviews: A machine discovery approach and comprehensive evaluations,Yang X.,Decision Support Systems,,145,,,2021-06-01,June 2021,10.1016/j.dss.2021.113536,8,"[{'@_fa': 'true', 'affilname': 'Dongbei University of Finance and Economics', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}]",Journal,ar,Article,113536,21933,0,False,S0167923621000464,01679236,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101013158'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101013158?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101013158&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101013158&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85101013158,SCOPUS_ID:85101013158,2-s2.0-85101013158,Gaze and event tracking for evaluation of recommendation-driven purchase,Sulikowski P.,Sensors Switzerland,,21,4,1-24,2021-02-02,2 February 2021,10.3390/s21041381,24,"[{'@_fa': 'true', 'affilname': 'West Pomeranian University of Technology, Szczecin', 'affiliation-city': 'Szczecin', 'affiliation-country': 'Poland'}]",Journal,ar,Article,1381,130124,1,True,,14248220,33669422,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101078017'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101078017?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101078017&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101078017&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1438887121001254'}]",https://api.elsevier.com/content/abstract/scopus_id/85101078017,SCOPUS_ID:85101078017,2-s2.0-85101078017,Demystifying the dark web opioid trade: Content analysis on anonymous market listings and forum posts,Li Z.,Journal of Medical Internet Research,14388871,23,2,,2021-02-01,February 2021,10.2196/24486,19,"[{'@_fa': 'true', 'affilname': 'Indiana University Bloomington', 'affiliation-city': 'Bloomington', 'affiliation-country': 'United States'}]",Journal,ar,Article,e24486,23709,1,True,,,33595442,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099351626'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099351626?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099351626&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099351626&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85099351626,SCOPUS_ID:85099351626,2-s2.0-85099351626,"Data, measurement, and causal inferences in machine learning: opportunities and challenges for marketing",Hair J.F.,Journal of Marketing Theory and Practice,19447175,29,1,65-77,2021-01-01,2021,10.1080/10696679.2020.1860683,143,"[{'@_fa': 'true', 'affilname': 'University of South Alabama', 'affiliation-city': 'Mobile', 'affiliation-country': 'United States'}]",Journal,ar,Article,,5000153402,0,False,,10696679,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117562243'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117562243?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117562243&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117562243&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85117562243,SCOPUS_ID:85117562243,2-s2.0-85117562243,Artificial neural network to diagnose the consumer behaviour towards non-fuel products and services at filling stations,Srivastava G.,International Journal of Technology Marketing,17418798,15,2-3,143-157,2021-01-01,2021,10.1504/IJTMKT.2021.118210,2,"[{'@_fa': 'true', 'affilname': 'GL Bajaj Institute of Management and Research', 'affiliation-city': 'Greater Noida', 'affiliation-country': 'India'}]",Journal,ar,Article,,21100836592,0,False,,1741878X,,,,
